Time,Label
1358759489432,sitting
1358759490432,sitting
1358759491432,sitting
1358759492432,sitting
1358759493432,sitting
1358759494432,sitting
1358759495432,sitting
1358759496432,sitting
1358759497432,sitting
1358759498432,sitting
1358759499432,sitting
1358759500432,sitting
1358759501432,sitting
1358759502432,sitting
1358759503432,sitting
1358759504432,sitting
1358759505432,sitting
1358759506432,sitting
1358759507432,sitting
1358759508432,sitting
1358759509432,sitting
1358759510432,sitting
1358759511432,sitting
1358759512432,sitting
1358759513432,sitting
1358759514432,sitting
1358759515432,sitting
1358759516432,sitting
1358759517432,sitting
1358759518432,sitting
1358759519432,sitting
1358759520432,sitting
1358759521432,sitting
1358759522432,sitting
1358759523432,sitting
1358759524432,sitting
1358759525432,sitting
1358759526432,sitting
1358759527432,sitting
1358759528432,sitting
1358759529432,sitting
1358759530432,sitting
1358759531432,sitting
1358759532432,sitting
1358759533432,sitting
1358759534432,sitting
1358759535432,sitting
1358759536432,sitting
1358759537432,sitting
1358759538432,sitting
1358759539432,sitting
1358759540432,sitting
1358759541432,sitting
1358759542432,sitting
1358759543432,sitting
1358759544432,sitting
1358759545432,sitting
1358759546432,sitting
1358759547432,sitting
1358759548432,sitting
1358759549432,sitting
1358759550432,sitting
1358759551432,sitting
1358759552432,sitting
1358759553432,sitting
1358759554432,sitting
1358759555432,sitting
1358759556432,sitting
1358759557432,sitting
1358759558432,sitting
1358759559432,sitting
1358759560432,sitting
1358759561432,sitting
1358759562432,sitting
1358759563432,sitting
1358759564432,sitting
1358759565432,sitting
1358759566432,sitting
1358759567432,sitting
1358759568432,sitting
1358759569432,sitting
1358759570432,sitting
1358759571432,sitting
1358759572432,sitting
1358759573432,sitting
1358759574432,sitting
1358759575432,sitting
1358759576432,sitting
1358759577432,sitting
1358759578432,sitting
1358759579432,sitting
1358759580432,sitting
1358759581432,sitting
1358759582432,sitting
1358759583432,sitting
1358759584432,sitting
1358759585432,sitting
1358759586432,sitting
1358759587432,sitting
1358759588432,sitting
1358759589432,sitting
1358759590432,sitting
1358759591432,sitting
1358759592432,sitting
1358759593432,sitting
1358759594432,sitting
1358759595432,sitting
1358759596432,sitting
1358759597432,sitting
1358759598432,sitting
1358759599432,sitting
1358759600432,sitting
1358759601432,sitting
1358759602432,sitting
1358759603432,sitting
1358759604432,sitting
1358759605432,sitting
1358759606432,sitting
1358759607432,sitting
1358759608432,sitting
1358759609432,sitting
1358759610432,sitting
1358759611432,sitting
1358759612432,sitting
1358759613432,sitting
1358759614432,sitting
1358759615432,sitting
1358759616432,sitting
1358759617432,sitting
1358759618432,sitting
1358759619432,sitting
1358759620432,sitting
1358759621432,sitting
1358759622432,sitting
1358759623432,sitting
1358759624432,sitting
1358759625432,sitting
1358759626432,sitting
1358759627432,sitting
1358759628432,sitting
1358759629432,sitting
1358759630432,sitting
1358759631432,sitting
1358759632432,sitting
1358759633432,sitting
1358759634432,sitting
1358759635432,sitting
1358759636432,sitting
1358759637432,sitting
1358759638432,sitting
1358759639432,sitting
1358759640432,sitting
1358759641432,sitting
1358759642432,sitting
1358759643432,sitting
1358759644432,sitting
1358759645432,sitting
1358759646432,sitting
1358759647432,sitting
1358759648432,sitting
1358759649432,sitting
1358759650432,sitting
1358759651432,sitting
1358759652432,sitting
1358759653432,sitting
1358759654432,sitting
1358759655432,sitting
1358759656432,sitting
1358759657432,sitting
1358759658432,sitting
1358759659432,sitting
1358759660432,sitting
1358759661432,sitting
1358759662432,sitting
1358759663432,sitting
1358759664432,sitting
1358759665432,sitting
1358759666432,sitting
1358759667432,sitting
1358759668432,sitting
1358759669432,sitting
1358759670432,sitting
1358759671432,sitting
1358759672432,sitting
1358759673432,sitting
1358759674432,sitting
1358759675432,sitting
1358759676432,sitting
1358759677432,sitting
1358759678432,sitting
1358759679432,sitting
1358759680432,sitting
1358759681432,sitting
1358759682432,sitting
1358759683432,sitting
1358759684432,sitting
1358759685432,sitting
1358759686432,sitting
1358759687432,sitting
1358759688432,sitting
1358759689432,sitting
1358759690432,sitting
1358759691432,sitting
1358759692432,sitting
1358759693432,sitting
1358759694432,sitting
1358759695432,sitting
1358759696432,sitting
1358759697432,sitting
1358759698432,sitting
1358759699432,sitting
1358759880432,lying
1358759881432,lying
1358759882432,lying
1358759883432,lying
1358759884432,lying
1358759885432,lying
1358759886432,lying
1358759887432,lying
1358759888432,lying
1358759889432,lying
1358759890432,lying
1358759891432,lying
1358759892432,lying
1358759893432,lying
1358759894432,lying
1358759895432,lying
1358759896432,lying
1358759897432,lying
1358759898432,lying
1358759899432,lying
1358759900432,lying
1358759901432,lying
1358759902432,lying
1358759903432,lying
1358759904432,lying
1358759905432,lying
1358759906432,lying
1358759907432,lying
1358759908432,lying
1358759909432,lying
1358759910432,lying
1358759911432,lying
1358759912432,lying
1358759913432,lying
1358759914432,lying
1358759915432,lying
1358759916432,lying
1358759917432,lying
1358759918432,lying
1358759919432,lying
1358759920432,lying
1358759921432,lying
1358759922432,lying
1358759923432,lying
1358759924432,lying
1358759925432,lying
1358759926432,lying
1358759927432,lying
1358759928432,lying
1358759929432,lying
1358759930432,lying
1358759931432,lying
1358759932432,lying
1358759933432,lying
1358759934432,lying
1358759935432,lying
1358759936432,lying
1358759937432,lying
1358759938432,lying
1358759939432,lying
1358759940432,lying
1358759941432,lying
1358759942432,lying
1358759943432,lying
1358759944432,lying
1358759945432,lying
1358759946432,lying
1358759947432,lying
1358759948432,lying
1358759949432,lying
1358759950432,lying
1358759951432,lying
1358759952432,lying
1358759953432,lying
1358759954432,lying
1358759955432,lying
1358759956432,lying
1358759957432,lying
1358759958432,lying
1358759959432,lying
1358759960432,lying
1358759961432,lying
1358759962432,lying
1358759963432,lying
1358759964432,lying
1358759965432,lying
1358759966432,lying
1358759967432,lying
1358759968432,lying
1358759969432,lying
1358759970432,lying
1358759971432,lying
1358759972432,lying
1358759973432,lying
1358759974432,lying
1358759975432,lying
1358759976432,lying
1358759977432,lying
1358759978432,lying
1358759979432,lying
1358759980432,lying
1358759981432,lying
1358759982432,lying
1358759983432,lying
1358759984432,lying
1358759985432,lying
1358759986432,lying
1358759987432,lying
1358759988432,lying
1358759989432,lying
1358759990432,lying
1358759991432,lying
1358759992432,lying
1358759993432,lying
1358759994432,lying
1358759995432,lying
1358759996432,lying
1358759997432,lying
1358759998432,lying
1358759999432,lying
1358760000432,lying
1358760001432,lying
1358760002432,lying
1358760003432,lying
1358760004432,lying
1358760005432,lying
1358760006432,lying
1358760007432,lying
1358760008432,lying
1358760009432,lying
1358760010432,lying
1358760011432,lying
1358760012432,lying
1358760013432,lying
1358760014432,lying
1358760015432,lying
1358760016432,lying
1358760017432,lying
1358760018432,lying
1358760019432,lying
1358760020432,lying
1358760021432,lying
1358760022432,lying
1358760023432,lying
1358760024432,lying
1358760025432,lying
1358760026432,lying
1358760027432,lying
1358760028432,lying
1358760029432,lying
1358760030432,lying
1358760031432,lying
1358760032432,lying
1358760033432,lying
1358760034432,lying
1358760035432,lying
1358760036432,lying
1358760037432,lying
1358760038432,lying
1358760039432,lying
1358760040432,lying
1358760041432,lying
1358760042432,lying
1358760043432,lying
1358760044432,lying
1358760045432,lying
1358760046432,lying
1358760047432,lying
1358760048432,lying
1358760049432,lying
1358760050432,lying
1358760051432,lying
1358760052432,lying
1358760053432,lying
1358760054432,lying
1358760055432,lying
1358760056432,lying
1358760057432,lying
1358760058432,lying
1358760059432,lying
1358760060432,lying
1358760061432,lying
1358760062432,lying
1358760063432,lying
1358760064432,lying
1358760065432,lying
1358760066432,lying
1358760067432,lying
1358760068432,lying
1358760069432,lying
1358760070432,lying
1358760071432,lying
1358760072432,lying
1358760073432,lying
1358760074432,lying
1358760075432,lying
1358760076432,lying
1358760077432,lying
1358760078432,lying
1358760079432,lying
1358760080432,lying
1358760081432,lying
1358760082432,lying
1358760083432,lying
1358760084432,lying
1358760085432,lying
1358760086432,lying
1358760087432,lying
1358760088432,lying
1358760089432,lying
1358760090432,lying
1358760091432,lying
1358760092432,lying
1358760093432,lying
1358760094432,lying
1358760095432,lying
1358760096432,lying
1358760097432,lying
1358760098432,lying
1358760099432,lying
1358760100432,lying
1358760101432,lying
1358760102432,lying
1358760103432,lying
1358760104432,lying
1358760105432,lying
1358760106432,lying
1358760107432,lying
1358760108432,lying
1358760109432,lying
1358760110432,lying
1358760111432,lying
1358760112432,lying
1358760113432,lying
1358760114432,lying
1358760115432,lying
1358760116432,lying
1358760117432,lying
1358760118432,lying
1358760119432,lying
1358760120432,lying
1358760121432,lying
1358760122432,lying
1358760123432,lying
1358760124432,lying
1358760125432,lying
1358760126432,lying
1358760127432,lying
1358760128432,lying
1358760129432,lying
1358760130432,lying
1358760131432,lying
1358760132432,lying
1358760133432,lying
1358760134432,lying
1358760135432,lying
1358760136432,lying
1358760137432,lying
1358760138432,lying
1358760139432,lying
1358760140432,lying
1358760141432,lying
1358760142432,lying
1358760143432,lying
1358760144432,lying
1358760145432,lying
1358760146432,lying
1358760147432,lying
1358760148432,lying
1358760149432,lying
1358760150432,lying
1358760151432,lying
1358760152432,lying
1358760153432,lying
1358760154432,lying
1358760155432,lying
1358760156432,lying
1358760157432,lying
1358760158432,lying
1358760159432,lying
1358760160432,lying
1358760161432,lying
1358760162432,lying
1358760163432,lying
1358760164432,lying
1358760165432,lying
1358760166432,lying
1358760167432,lying
1358760168432,lying
1358760169432,lying
1358760170432,lying
1358760171432,lying
1358760172432,lying
1358760173432,lying
1358760174432,lying
1358760175432,lying
1358760176432,lying
1358760177432,lying
1358760178432,lying
1358760179432,lying
1358760240432,lying
1358760241432,lying
1358760242432,lying
1358760243432,lying
1358760244432,lying
1358760245432,lying
1358760246432,lying
1358760247432,lying
1358760248432,lying
1358760249432,lying
1358760250432,lying
1358760251432,lying
1358760252432,lying
1358760253432,lying
1358760254432,lying
1358760255432,lying
1358760256432,lying
1358760257432,lying
1358760258432,lying
1358760259432,lying
1358760260432,lying
1358760261432,lying
1358760262432,lying
1358760263432,lying
1358760264432,lying
1358760265432,lying
1358760266432,lying
1358760267432,lying
1358760268432,lying
1358760269432,lying
1358760270432,lying
1358760271432,lying
1358760272432,lying
1358760273432,lying
1358760274432,lying
1358760275432,lying
1358760276432,lying
1358760277432,lying
1358760278432,lying
1358760279432,lying
1358760280432,lying
1358760281432,lying
1358760282432,lying
1358760283432,lying
1358760284432,lying
1358760285432,lying
1358760286432,lying
1358760287432,lying
1358760288432,lying
1358760289432,lying
1358760290432,lying
1358760291432,lying
1358760292432,lying
1358760293432,lying
1358760294432,lying
1358760295432,lying
1358760296432,lying
1358760297432,lying
1358760298432,lying
1358760299432,lying
1358760300432,sitting
1358760301432,sitting
1358760302432,sitting
1358760303432,sitting
1358760304432,sitting
1358760305432,sitting
1358760306432,sitting
1358760307432,sitting
1358760308432,sitting
1358760309432,sitting
1358760310432,sitting
1358760311432,sitting
1358760312432,sitting
1358760313432,sitting
1358760314432,sitting
1358760315432,sitting
1358760316432,sitting
1358760317432,sitting
1358760318432,sitting
1358760319432,sitting
1358760320432,sitting
1358760321432,sitting
1358760322432,sitting
1358760323432,sitting
1358760324432,sitting
1358760325432,sitting
1358760326432,sitting
1358760327432,sitting
1358760328432,sitting
1358760329432,sitting
1358760330432,sitting
1358760331432,sitting
1358760332432,sitting
1358760333432,sitting
1358760334432,sitting
1358760335432,sitting
1358760336432,sitting
1358760337432,sitting
1358760338432,sitting
1358760339432,sitting
1358760340432,sitting
1358760341432,sitting
1358760342432,sitting
1358760343432,sitting
1358760344432,sitting
1358760345432,sitting
1358760346432,sitting
1358760347432,sitting
1358760348432,sitting
1358760349432,sitting
1358760350432,sitting
1358760351432,sitting
1358760352432,sitting
1358760353432,sitting
1358760354432,sitting
1358760355432,sitting
1358760356432,sitting
1358760357432,sitting
1358760358432,sitting
1358760359432,sitting
1358760360432,sitting
1358760361432,sitting
1358760362432,sitting
1358760363432,sitting
1358760364432,sitting
1358760365432,sitting
1358760366432,sitting
1358760367432,sitting
1358760368432,sitting
1358760369432,sitting
1358760370432,sitting
1358760371432,sitting
1358760372432,sitting
1358760373432,sitting
1358760374432,sitting
1358760375432,sitting
1358760376432,sitting
1358760377432,sitting
1358760378432,sitting
1358760379432,sitting
1358760380432,sitting
1358760381432,sitting
1358760382432,sitting
1358760383432,sitting
1358760384432,sitting
1358760385432,sitting
1358760386432,sitting
1358760387432,sitting
1358760388432,sitting
1358760389432,sitting
1358760390432,sitting
1358760391432,sitting
1358760392432,sitting
1358760393432,sitting
1358760394432,sitting
1358760395432,sitting
1358760396432,sitting
1358760397432,sitting
1358760398432,sitting
1358760399432,sitting
1358760400432,sitting
1358760401432,sitting
1358760402432,sitting
1358760403432,sitting
1358760404432,sitting
1358760405432,sitting
1358760406432,sitting
1358760407432,sitting
1358760408432,sitting
1358760409432,sitting
1358760410432,sitting
1358760411432,sitting
1358760412432,sitting
1358760413432,sitting
1358760414432,sitting
1358760415432,sitting
1358760416432,sitting
1358760417432,sitting
1358760418432,sitting
1358760419432,sitting
1358760480432,sitting
1358760481432,sitting
1358760482432,sitting
1358760483432,sitting
1358760484432,sitting
1358760485432,sitting
1358760486432,sitting
1358760487432,sitting
1358760488432,sitting
1358760489432,sitting
1358760490432,sitting
1358760491432,sitting
1358760492432,sitting
1358760493432,sitting
1358760494432,sitting
1358760495432,sitting
1358760496432,sitting
1358760497432,sitting
1358760498432,sitting
1358760499432,sitting
1358760500432,sitting
1358760501432,sitting
1358760502432,sitting
1358760503432,sitting
1358760504432,sitting
1358760505432,sitting
1358760506432,sitting
1358760507432,sitting
1358760508432,sitting
1358760509432,sitting
1358760510432,sitting
1358760511432,sitting
1358760512432,sitting
1358760513432,sitting
1358760514432,sitting
1358760515432,sitting
1358760516432,sitting
1358760517432,sitting
1358760518432,sitting
1358760519432,sitting
1358760520432,sitting
1358760521432,sitting
1358760522432,sitting
1358760523432,sitting
1358760524432,sitting
1358760525432,sitting
1358760526432,sitting
1358760527432,sitting
1358760528432,sitting
1358760529432,sitting
1358760530432,sitting
1358760531432,sitting
1358760532432,sitting
1358760533432,sitting
1358760534432,sitting
1358760535432,sitting
1358760536432,sitting
1358760537432,sitting
1358760538432,sitting
1358760539432,sitting
1358760600432,sitting
1358760601432,sitting
1358760602432,sitting
1358760603432,sitting
1358760604432,sitting
1358760605432,sitting
1358760606432,sitting
1358760607432,sitting
1358760608432,sitting
1358760609432,sitting
1358760610432,sitting
1358760611432,sitting
1358760612432,sitting
1358760613432,sitting
1358760614432,sitting
1358760615432,sitting
1358760616432,sitting
1358760617432,sitting
1358760618432,sitting
1358760619432,sitting
1358760620432,sitting
1358760621432,sitting
1358760622432,sitting
1358760623432,sitting
1358760624432,sitting
1358760625432,sitting
1358760626432,sitting
1358760627432,sitting
1358760628432,sitting
1358760629432,sitting
1358760630432,sitting
1358760631432,sitting
1358760632432,sitting
1358760633432,sitting
1358760634432,sitting
1358760635432,sitting
1358760636432,sitting
1358760637432,sitting
1358760638432,sitting
1358760639432,sitting
1358760640432,sitting
1358760641432,sitting
1358760642432,sitting
1358760643432,sitting
1358760644432,sitting
1358760645432,sitting
1358760646432,sitting
1358760647432,sitting
1358760648432,sitting
1358760649432,sitting
1358760650432,sitting
1358760651432,sitting
1358760652432,sitting
1358760653432,sitting
1358760654432,sitting
1358760655432,sitting
1358760656432,sitting
1358760657432,sitting
1358760658432,sitting
1358760659432,sitting
1358760660432,sitting
1358760661432,sitting
1358760662432,sitting
1358760663432,sitting
1358760664432,sitting
1358760665432,sitting
1358760666432,sitting
1358760667432,sitting
1358760668432,sitting
1358760669432,sitting
1358760670432,sitting
1358760671432,sitting
1358760672432,sitting
1358760673432,sitting
1358760674432,sitting
1358760675432,sitting
1358760676432,sitting
1358760677432,sitting
1358760678432,sitting
1358760679432,sitting
1358760680432,sitting
1358760681432,sitting
1358760682432,sitting
1358760683432,sitting
1358760684432,sitting
1358760685432,sitting
1358760686432,sitting
1358760687432,sitting
1358760688432,sitting
1358760689432,sitting
1358760690432,sitting
1358760691432,sitting
1358760692432,sitting
1358760693432,sitting
1358760694432,sitting
1358760695432,sitting
1358760696432,sitting
1358760697432,sitting
1358760698432,sitting
1358760699432,sitting
1358760700432,sitting
1358760701432,sitting
1358760702432,sitting
1358760703432,sitting
1358760704432,sitting
1358760705432,sitting
1358760706432,sitting
1358760707432,sitting
1358760708432,sitting
1358760709432,sitting
1358760710432,sitting
1358760711432,sitting
1358760712432,sitting
1358760713432,sitting
1358760714432,sitting
1358760715432,sitting
1358760716432,sitting
1358760717432,sitting
1358760718432,sitting
1358760719432,sitting
1358760780432,sitting
1358760781432,sitting
1358760782432,sitting
1358760783432,sitting
1358760784432,sitting
1358760785432,sitting
1358760786432,sitting
1358760787432,sitting
1358760788432,sitting
1358760789432,sitting
1358760790432,sitting
1358760791432,sitting
1358760792432,sitting
1358760793432,sitting
1358760794432,sitting
1358760795432,sitting
1358760796432,sitting
1358760797432,sitting
1358760798432,sitting
1358760799432,sitting
1358760800432,sitting
1358760801432,sitting
1358760802432,sitting
1358760803432,sitting
1358760804432,sitting
1358760805432,sitting
1358760806432,sitting
1358760807432,sitting
1358760808432,sitting
1358760809432,sitting
1358760810432,sitting
1358760811432,sitting
1358760812432,sitting
1358760813432,sitting
1358760814432,sitting
1358760815432,sitting
1358760816432,sitting
1358760817432,sitting
1358760818432,sitting
1358760819432,sitting
1358760820432,sitting
1358760821432,sitting
1358760822432,sitting
1358760823432,sitting
1358760824432,sitting
1358760825432,sitting
1358760826432,sitting
1358760827432,sitting
1358760828432,sitting
1358760829432,sitting
1358760830432,sitting
1358760831432,sitting
1358760832432,sitting
1358760833432,sitting
1358760834432,sitting
1358760835432,sitting
1358760836432,sitting
1358760837432,sitting
1358760838432,sitting
1358760839432,sitting
1358760840432,standing
1358760841432,standing
1358760842432,standing
1358760843432,standing
1358760844432,standing
1358760845432,standing
1358760846432,standing
1358760847432,standing
1358760848432,standing
1358760849432,standing
1358760850432,standing
1358760851432,standing
1358760852432,standing
1358760853432,standing
1358760854432,standing
1358760855432,standing
1358760856432,standing
1358760857432,standing
1358760858432,standing
1358760859432,standing
1358760860432,standing
1358760861432,standing
1358760862432,standing
1358760863432,standing
1358760864432,standing
1358760865432,standing
1358760866432,standing
1358760867432,standing
1358760868432,standing
1358760869432,standing
1358760870432,standing
1358760871432,standing
1358760872432,standing
1358760873432,standing
1358760874432,standing
1358760875432,standing
1358760876432,standing
1358760877432,standing
1358760878432,standing
1358760879432,standing
1358760880432,standing
1358760881432,standing
1358760882432,standing
1358760883432,standing
1358760884432,standing
1358760885432,standing
1358760886432,standing
1358760887432,standing
1358760888432,standing
1358760889432,standing
1358760890432,standing
1358760891432,standing
1358760892432,standing
1358760893432,standing
1358760894432,standing
1358760895432,standing
1358760896432,standing
1358760897432,standing
1358760898432,standing
1358760899432,standing
1358760900432,standing
1358760901432,standing
1358760902432,standing
1358760903432,standing
1358760904432,standing
1358760905432,standing
1358760906432,standing
1358760907432,standing
1358760908432,standing
1358760909432,standing
1358760910432,standing
1358760911432,standing
1358760912432,standing
1358760913432,standing
1358760914432,standing
1358760915432,standing
1358760916432,standing
1358760917432,standing
1358760918432,standing
1358760919432,standing
1358760920432,standing
1358760921432,standing
1358760922432,standing
1358760923432,standing
1358760924432,standing
1358760925432,standing
1358760926432,standing
1358760927432,standing
1358760928432,standing
1358760929432,standing
1358760930432,standing
1358760931432,standing
1358760932432,standing
1358760933432,standing
1358760934432,standing
1358760935432,standing
1358760936432,standing
1358760937432,standing
1358760938432,standing
1358760939432,standing
1358760940432,standing
1358760941432,standing
1358760942432,standing
1358760943432,standing
1358760944432,standing
1358760945432,standing
1358760946432,standing
1358760947432,standing
1358760948432,standing
1358760949432,standing
1358760950432,standing
1358760951432,standing
1358760952432,standing
1358760953432,standing
1358760954432,standing
1358760955432,standing
1358760956432,standing
1358760957432,standing
1358760958432,standing
1358760959432,standing
1358760960432,standing
1358760961432,standing
1358760962432,standing
1358760963432,standing
1358760964432,standing
1358760965432,standing
1358760966432,standing
1358760967432,standing
1358760968432,standing
1358760969432,standing
1358760970432,standing
1358760971432,standing
1358760972432,standing
1358760973432,standing
1358760974432,standing
1358760975432,standing
1358760976432,standing
1358760977432,standing
1358760978432,standing
1358760979432,standing
1358760980432,standing
1358760981432,standing
1358760982432,standing
1358760983432,standing
1358760984432,standing
1358760985432,standing
1358760986432,standing
1358760987432,standing
1358760988432,standing
1358760989432,standing
1358760990432,standing
1358760991432,standing
1358760992432,standing
1358760993432,standing
1358760994432,standing
1358760995432,standing
1358760996432,standing
1358760997432,standing
1358760998432,standing
1358760999432,standing
1358761000432,standing
1358761001432,standing
1358761002432,standing
1358761003432,standing
1358761004432,standing
1358761005432,standing
1358761006432,standing
1358761007432,standing
1358761008432,standing
1358761009432,standing
1358761010432,standing
1358761011432,standing
1358761012432,standing
1358761013432,standing
1358761014432,standing
1358761015432,standing
1358761016432,standing
1358761017432,standing
1358761018432,standing
1358761019432,standing
1358761020432,standing
1358761021432,standing
1358761022432,standing
1358761023432,standing
1358761024432,standing
1358761025432,standing
1358761026432,standing
1358761027432,standing
1358761028432,standing
1358761029432,standing
1358761030432,standing
1358761031432,standing
1358761032432,standing
1358761033432,standing
1358761034432,standing
1358761035432,standing
1358761036432,standing
1358761037432,standing
1358761038432,standing
1358761039432,standing
1358761040432,standing
1358761041432,standing
1358761042432,standing
1358761043432,standing
1358761044432,standing
1358761045432,standing
1358761046432,standing
1358761047432,standing
1358761048432,standing
1358761049432,standing
1358761050432,standing
1358761051432,standing
1358761052432,standing
1358761053432,standing
1358761054432,standing
1358761055432,standing
1358761056432,standing
1358761057432,standing
1358761058432,standing
1358761059432,standing
1358761060432,standing
1358761061432,standing
1358761062432,standing
1358761063432,standing
1358761064432,standing
1358761065432,standing
1358761066432,standing
1358761067432,standing
1358761068432,standing
1358761069432,standing
1358761070432,standing
1358761071432,standing
1358761072432,standing
1358761073432,standing
1358761074432,standing
1358761075432,standing
1358761076432,standing
1358761077432,standing
1358761078432,standing
1358761079432,standing
1358761080432,standing
1358761081432,standing
1358761082432,standing
1358761083432,standing
1358761084432,standing
1358761085432,standing
1358761086432,standing
1358761087432,standing
1358761088432,standing
1358761089432,standing
1358761090432,standing
1358761091432,standing
1358761092432,standing
1358761093432,standing
1358761094432,standing
1358761095432,standing
1358761096432,standing
1358761097432,standing
1358761098432,standing
1358761099432,standing
1358761100432,standing
1358761101432,standing
1358761102432,standing
1358761103432,standing
1358761104432,standing
1358761105432,standing
1358761106432,standing
1358761107432,standing
1358761108432,standing
1358761109432,standing
1358761110432,standing
1358761111432,standing
1358761112432,standing
1358761113432,standing
1358761114432,standing
1358761115432,standing
1358761116432,standing
1358761117432,standing
1358761118432,standing
1358761119432,standing
1358761120432,standing
1358761121432,standing
1358761122432,standing
1358761123432,standing
1358761124432,standing
1358761125432,standing
1358761126432,standing
1358761127432,standing
1358761128432,standing
1358761129432,standing
1358761130432,standing
1358761131432,standing
1358761132432,standing
1358761133432,standing
1358761134432,standing
1358761135432,standing
1358761136432,standing
1358761137432,standing
1358761138432,standing
1358761139432,standing
1358761260432,standing
1358761261432,standing
1358761262432,standing
1358761263432,standing
1358761264432,standing
1358761265432,standing
1358761266432,standing
1358761267432,standing
1358761268432,standing
1358761269432,standing
1358761270432,standing
1358761271432,standing
1358761272432,standing
1358761273432,standing
1358761274432,standing
1358761275432,standing
1358761276432,standing
1358761277432,standing
1358761278432,standing
1358761279432,standing
1358761280432,standing
1358761281432,standing
1358761282432,standing
1358761283432,standing
1358761284432,standing
1358761285432,standing
1358761286432,standing
